CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,address,g_ad,g_lat,g_lon
Great Neck,,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,,"Great Neck , NY, US","Great Neck, NY, USA",40.8006567,-73.7284647
Green Bay,Green Bay CityDeck,WI,US,6/30/2018,about 700,700,,700,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20129/signup/?source=&s=,https://www.stevenspointjournal.com/story/news/2018/06/30/wisconsin-protesters-denounce-separation-immigrant-families/734264002/,,,"Green Bay , WI, US","Green Bay, WI, USA",44.5133188,-88.0132958
Greeneville,Greene County Courthouse,TN,US,6/30/2018,nearly 100,100,,100,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20340/signup/?source=&s=,http://wcyb.com/news/local/tri-cities-groups-join-in-national-families-belong-together-rally,,,"Greeneville , TN, US","Greeneville, TN, TN, USA",36.1347943,-82.820974
Greenfield,Greenfield Town Common,MA,US,6/30/2018,hundreds; FB: 206,200,,206,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19892/signup/?source=&s=,http://www.recorder.com/Hundreds-flock-to-Greenfield-to-protest-Trump-s-zero-tolerance-policy-18546799,https://www.facebook.com/events/176336143214009/,,"Greenfield , MA, US","Greenfield, MA 01301, USA",42.587915,-72.5994104
Greenfield,,CA,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://greenfieldnews.com/article/south-county-joins-nationwide-immigration-reform-protests,,,,"Greenfield , CA, US","Greenfield, CA 93927, USA",36.3207998,-121.2438138
Greenport,Mitchell Park,NY,US,6/30/2018,scores,40,,40,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20071/signup/?source=&s=,https://patch.com/new-york/northfork/vigil-protesting-border-separation-draws-huge-crowd,,,"Greenport , NY, US","Greenport, NY 11944, USA",41.1034326,-72.3592501
Greensboro,Governmental Plaza,NC,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/?zip=27401&source=&s=,,,,"Greensboro , NC, US","Greensboro, NC, USA",36.0726354,-79.7919754
Greensboro,LeBauer Park,NC,US,6/30/2018,FB: 494; more than 300,300,,494,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20838/signup/?akid=undefined&zip=&source=,https://www.facebook.com/events/253185405447292/,https://www.greensboro.com/news/local_news/hundreds-gather-in-greensboro-to-protest-separating-immigrant-children-from/article_cacebb76-a8d0-53d7-b67b-42c248980ed2.html,,"Greensboro , NC, US","Greensboro, NC, USA",36.0726354,-79.7919754
Greenville,Pitt County Courthouse,NC,US,6/30/2018,roughly 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20868/signup/?source=&s=,http://publicradioeast.org/post/protesters-rally-greenville-against-trumps-zero-tolerance-immigration-policy,,,"Greenville , NC, US","Greenville, NC, USA",35.612661,-77.3663538
Greenville,Graham plaza at main,SC,US,6/30/2018,about 250,250,,250,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20525/signup/?source=&s=,https://eu.usatoday.com/story/news/nation-now/2018/06/30/families-belong-together-rallies-held-across-usa/747921002/,,,"Greenville , SC, US","Greenville, SC, USA",34.8526176,-82.3940104
Greenwich,Town Hall,CT,US,6/30/2018,about 400,400,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20033/signup/?source=&s=,https://www.greenwichtime.com/local/article/Hundreds-gather-in-Greenwich-for-peaceful-protest-13040378.php,,,"Greenwich , CT, US","Greenwich, CT, USA",41.0262417,-73.6281964
Gulfport,Steps & deck outside Gulfport Casino,FL,US,6/30/2018,FB: 72; over 500,72,,500,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20555/signup/?source=&s=,https://www.facebook.com/events/378177925922653/,,,"Gulfport , FL, US","Gulfport, FL, USA",27.7483613,-82.7034334
Half Moon Bay,Mac Dutra Park,CA,US,6/30/2018,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20555/signup/?source=&s=,https://twitter.com/CoastsideDems/status/1013112163651612673,https://www.hmbreview.com/news/hundreds-rally-for-immigrant-families/article_aa4c2350-8076-11e8-bd86-d7c8076723ca.html,,"Half Moon Bay , CA, US","Half Moon Bay, CA, USA",37.4635519,-122.4285862
Hamilton,,NY,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,,"Hamilton , NY, US","Hamilton, NY 13346, USA",42.8270136,-75.5446238
Hammond,Hammond Federal Building,IN,US,6/30/2018,more than 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20486/signup/?source=&s=,https://www.nwitimes.com/news/local/crime-and-courts/hundreds-turn-out-for-families-belong-together-protest-at-federal/article_9894a330-2f2e-5cfa-b37c-ca917e03296f.html,,,"Hammond , IN, US","Hammond, IN, USA",41.5833688,-87.5000412
Hanover,Corner of Dartmouth College Green closest to Wheelock Street,NH,US,6/30/2018,dozens,24,,24,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20396/signup/?source=&s=,http://www.vnews.com/Immigration-Row-Also-Rallying-Young-Voters-18528964,,,"Hanover , NH, US","Hanover, NH, USA",43.7022451,-72.2895526
Harrisburg,Capitol Steps,PA,US,6/30/2018,more than 325,325,,325,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20103/signup/?source=&s=,https://www.pennlive.com/politics/index.ssf/2018/06/families_belong_together_hundr.html,,,"Harrisburg , PA, US","Harrisburg, PA, USA",40.2731911,-76.8867008
Harrisonburg,Court Square,VA,US,6/30/2018,300+,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20315/signup/?source=&s=,https://twitter.com/IndivisibleHBur/status/1013066736843796481,,,"Harrisonburg , VA, US","Harrisonburg, VA, VA, USA",38.5454265,-78.9288242
Hart,Hart Commons,MI,US,6/30/2018,partial count from pic,30,,30,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20755/signup/?source=&s=,https://twitter.com/wilmaroohoo/status/1013133655001137163,,,"Hart , MI, US","Hart, MI, USA",43.6983407,-86.3639652
Harwich,"Western sidewalk of Rt 137, across from Rt. 6 Exit 11 east-bound off ramp stoplight",MA,US,6/30/2018,partial count from video,23,,23,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20467/signup/?source=&s=,https://www.youtube.com/watch?v=ehpZe0yJhSk,,,"Harwich , MA, US","Harwich, MA, USA",41.6716498,-70.0622231
Haverhill,"White's Corner. Downtown Haverhill, in front of Market Basket PLaza",MA,US,6/30/2018,video,44,,44,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20019/signup/?source=&s=,http://haverhillcommunitytv.org/video/families-belong-together-%E2%80%A2-haverhill-ma-psa,,,"Haverhill , MA, US","Haverhill, MA, USA",42.7762015,-71.0772796
Healdsburg,Corner of Healdsburg Ave. & Matheson St.,CA,US,6/30/2018,FB: 12,12,,99,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20245/signup/?source=&s=,https://www.facebook.com/events/190869438254623/,https://twitter.com/redhairedherry/status/1013166198794489856,count from video,"Healdsburg , CA, US","Healdsburg, CA 95448, USA",38.6104658,-122.8691609
Helena,Women's Park,MT,US,6/30/2018,at least 350 to 400; hundreds,350,,400,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20644/signup/?source=&s=,http://www.kpax.com/story/38550898/rally-against-immigration-policies-held-in-helena,https://helenair.com/news/local/families-belong-together-rally-draws-hundreds-to-downtown-helena/article_7fe8fed7-7ac2-568f-a6ec-b0e52113828f.html,,"Helena , MT, US","Helena, MT, USA",46.5891452,-112.0391057
Hendersonville,Hendersonville Historic Courthouse,NC,US,6/30/2018,more than 150,150,,150,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/19882/signup/?source=&s=,http://www.blueridgenow.com/news/20180626/families-belong-together-rally-set-for-saturday,,,"Hendersonville , NC, US","Hendersonville, NC, USA",35.3187279,-82.4609528
Henry County,,TN,US,6/30/2018,na,4,,4,,,general protestors,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/amrigg/status/1013126309122396163,,,,"Henry County , TN, US","Henry County, TN, USA",36.3369938,-88.2461183
Hernando,Senator Roger Wickers Office (In front of his office),MS,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20084/signup/?source=&s=,,,,"Hernando , MS, US","Hernando, MS, USA",34.823987,-89.9937018
Highland Park,,IL,US,6/30/2018,estimated the crowd to be at 300,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://twitter.com/NYchamps27/status/1013206772050464768,http://www.chicagotribune.com/suburbs/highland-park/news/ct-hpn-immigration-detention-protest-north-suburbs-tl-0705-story.html,,,"Highland Park , IL, US","Highland Park, IL 60035, USA",42.1816918,-87.8003437
Hillsboro,,OR,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/,,,,"Hillsboro , OR, US","Hillsboro, OR, USA",45.5200114,-122.9365835
Hilo,,HI,US,6/30/2018,,,,,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20678/signup/?source=&s=,,,,"Hilo , HI, US","Hilo, HI 96720, USA",19.7241106,-155.0868193
Holland,Centennial Park,MI,US,6/30/2018,estimated 600; around 1000,600,,1000,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19887/signup/?source=&s=,https://twitter.com/GetRaceRight/status/1013152768427745280,http://www.hollandsentinel.com/news/20180630/1000-march-in-holland-in-families-belong-together-rally,,"Holland , MI, US","Holland, MI 49423, USA",42.7875235,-86.1089301
Hollister,4th and San Benito Street,CA,US,6/30/2018,na,21,,21,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20682/signup/?source=&s=,https://twitter.com/mfwestphal/status/1013132116954005504,,partial count from pic,"Hollister , CA, US","Hollister, CA 95023, USA",36.8524545,-121.4016021
Hollywood,Diplomat Hotel,FL,US,6/30/2018,several hundred,300,,300,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/19920/signup/?source=&s=,http://www.sun-sentinel.com/local/broward/fl-sb-hollywood-diplomat-protest-20180630-story.html,,,"Hollywood , FL, US","Hollywood, FL, USA",26.0112014,-80.1494901
Honolulu,Hawaii State Capitol to the Oahu Federal Bldg.,HI,US,6/30/2018,hundreds; FB: 421,200,,421,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20067/signup/?source=&s=,http://www.kitv.com/story/38549758/hundreds-show-up-for-the-keep-families-together-rally-in-hawaii,https://www.facebook.com/events/422896668182163/,,"Honolulu , HI, US","Honolulu, HI, USA",21.3069444,-157.8583333
Horsham,Kohler Park,PA,US,6/30/2018,na,200,,200,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,,,,,1,1,https://act.moveon.org/event/families-belong-together/20491/signup/?source=&s=,via website,,,"Horsham , PA, US","Horsham, PA, USA",40.1784422,-75.1285061
Hot Springs,Bathhouse Row,AR,US,6/30/2018,na,180,,180,,,Families Belong Together,against jailing and separating immigrant children from their families,1,protest,0,0,0,0,1,1,https://act.moveon.org/event/families-belong-together/20154/signup/?source=&s=,http://www.hotsr.com/news/2018/jul/01/immigration-march-draws-nearly-200-2018/,,,"Hot Springs , AR, US","Hot Springs, AR, USA",34.5037004,-93.0551795
