event,location,zipcode,x,y,flag,_Y,_X,_ID,dup
INDIVISIBLE BUFFALO 'BURBS,Buffalo NY,14215,42.9335,-78.8115,,42.9335,-78.8115,2676,0
INDIVISIBLE BUFFALO 26,Buffalo NY,14221,42.9685,-78.7492,,42.9685,-78.7492,2676,0
INDIVISIBLE CA 20,Santa Cruz CA,95060,37.0313,-122.1198,,37.0313,-122.1198,3098,0
INDIVISIBLE CA DISTRICT 2,Mendocino CA,95460,39.3173,-123.7739,,39.3173,-123.7739,1835,0
INDIVISIBLE CA-14,South San Francisco CA,94080,37.6574,-122.4235,,37.6574,-122.4235,2537,0
INDIVISIBLE CA-25 (SANTA CLARITA),Valencia CA,91355,34.3985,-118.5535,,34.3985,-118.5535,3006,0
INDIVISIBLE CA-25 SIMI VALLEY PORTER RANCH,Simi Valley CA,93065,34.2656,-118.7653,,34.2656,-118.7653,1672,0
INDIVISIBLE CA-33,Santa Monica CA,90405,34.01,-118.4717,,34.01,-118.4717,3006,0
INDIVISIBLE CA-37,Los Angeles CA,90066,34.003,-118.4298,,34.003,-118.4298,3006,0
INDIVISIBLE CA-48,Huntington Beach CA,92646,33.6654,-117.9686,,33.6654,-117.9686,1673,0
INDIVISIBLE CA24,Goleta CA,93117,34.4296,-119.8612,,34.4296,-119.8612,606,0
INDIVISIBLE CA24 TAKE ACTION PAGE,Santa Maria CA,93454,34.9545,-120.4325,,34.9545,-120.4325,606,0
INDIVISIBLE CABIN JOHN,Cabin John MD,20818,38.9743,-77.1591,,38.9743,-77.1591,1168,0
INDIVISIBLE CALAVERAS,Angels Camp CA,95222,38.071,-120.5722,,38.071,-120.5722,1286,0
INDIVISIBLE CALIFORNIA DISTRICT 31,Upland CA,91786,34.1144,-117.6583,,34.1144,-117.6583,392,0
INDIVISIBLE CALIFORNIA DISTRICT 32,San Dimas CA,91773,34.1023,-117.8169,,34.1023,-117.8169,3006,0
INDIVISIBLE CAMANO,Camano Island WA,98282,48.1761,-122.521,,48.1761,-122.521,2940,0
INDIVISIBLE CAMARILLO,Camarillo CA,93012,34.2218,-118.9866,,34.2218,-118.9866,1672,0
INDIVISIBLE CAMBRIDGE,Cambridge MA,02139,42.3647,-71.10420000000001,,42.3647,-71.10420000000001,3210,0
INDIVISIBLE CANDIDATES,Minden IA,51553,41.4654,-95.5519,,41.4654,-95.5519,756,0
INDIVISIBLE CANNON FALLS,Cannon Falls MN,55009,44.496,-92.864,,44.496,-92.864,1804,0
INDIVISIBLE CANTON MA,Canton MA,02021,42.1645,-71.13549999999999,,42.1645,-71.13549999999999,1244,0
INDIVISIBLE CAPE COD,Centerville MA,02632,41.6606,-70.3532,,41.6606,-70.3532,3026,0
INDIVISIBLE CAPE CORAL,Cape Coral FL,33904,26.6065,-81.9502,,26.6065,-81.9502,1689,0
INDIVISIBLE CAPE MAY COUNTY NJ,Wildwood NJ,08260,38.9949,-74.83799999999999,,38.9949,-74.83799999999999,2175,0
INDIVISIBLE CARBONDALE,Carbondale Illinois,62901,37.72,-89.2158,,37.72,-89.2158,3173,0
INDIVISIBLE CARPINTERIA,Carpinteria CA,93013,34.4036,-119.5183,,34.4036,-119.5183,606,0
INDIVISIBLE CARROLL COUNTY NH,Wolfeboro NH,03894,43.595,-71.1908,,43.595,-71.1908,1810,0
INDIVISIBLE CARROLLTON,Carrollton TX,75006,32.9657,-96.88249999999999,,32.9657,-96.88249999999999,2220,0
INDIVISIBLE CARTERET,Atlantic Beach NC,28516,34.758,-76.6228,,34.758,-76.6228,1575,0
INDIVISIBLE CARTERSVILLE-BARTOW COUNTY,Cartersville GA,30121,34.2079,-84.76730000000001,,34.2079,-84.76730000000001,140,0
INDIVISIBLE CARVER,Carver MA,02330,41.8883,-70.76779999999999,,41.8883,-70.76779999999999,852,0
INDIVISIBLE CARY/FRG,Cary IL,60013,42.2196,-88.2426,,42.2196,-88.2426,1021,0
INDIVISIBLE CASPER,Casper WY,82601,42.8458,-106.3166,,42.8458,-106.3166,151,0
INDIVISIBLE CATALINA ISLAND,Avalon CA,90704,33.332,-118.3437,,33.332,-118.3437,3006,0
"INDIVISIBLE CD19, NY",Hudson NY,12534,42.247,-73.7552,,42.247,-73.7552,2171,0
INDIVISIBLE CEDAR MILL OREGON,Portland OR,97229,45.5483,-122.8276,,45.5483,-122.8276,2836,0
INDIVISIBLE CEDAR PARK,Cedar Park TX,78613,30.5052,-97.8203,,30.5052,-97.8203,912,0
INDIVISIBLE CENLA @,Marksville LA,71351,31.1396,-92.0831,,31.1396,-92.0831,2860,0
INDIVISIBLE CENTENNIAL ARAPAHOE WEST-HOMESTEAD,Englewood CO,80112,39.5805,-104.9011,,39.5805,-104.9011,917,0
INDIVISIBLE CENTENNIAL/ARAPAHOE WEST,Englewood CO,80112,39.5805,-104.9011,,39.5805,-104.9011,917,0
INDIVISIBLE CENTRAL ALABAMA,Wetumpka AL,36092,32.5927,-86.2153,,32.5927,-86.2153,1111,0
INDIVISIBLE CENTRAL CONTRA COSTA COUNTY (INDIVISIBLE4C),Pleasant Hill CA,94523,37.954,-122.0737,,37.954,-122.0737,1703,0
INDIVISIBLE CENTRAL DOOR COUNTY,Baileys Harbor WI,54202,45.0565,-87.16759999999999,,45.0565,-87.16759999999999,2269,0
INDIVISIBLE CENTRAL FLORIDA,Sanford FL,32801,28.5399,-81.37269999999999,,28.5399,-81.37269999999999,486,0
INDIVISIBLE CENTRAL KY,Elk Horn KY,42733,37.3393,-85.1918,,37.3393,-85.1918,1529,0
INDIVISIBLE CENTRAL NJ,Metuchen NJ,08840,40.5449,-74.35169999999999,,40.5449,-74.35169999999999,1762,0
INDIVISIBLE CHANDLER AZ,Chandler AZ,85224,33.3301,-111.8632,,33.3301,-111.8632,1424,0
INDIVISIBLE CHARLESTON,Charleston SC,29445,33.058,-80.01009999999999,,33.058,-80.01009999999999,2774,0
INDIVISIBLE CHARLOTTESVILLE,Charlottesville VA,22901,38.0936,-78.5611,,38.0936,-78.5611,1159,0
INDIVISIBLE CHATHAM,Pittsboro NC,27312,35.7694,-79.1755,,35.7694,-79.1755,1188,0
INDIVISIBLE CHATHAM NY (ICNY),East Chatham NY,12060,42.433,-73.4903,,42.433,-73.4903,2171,0
INDIVISIBLE CHELSEA,Seattle WA,98125,47.717,-122.3015,,47.717,-122.3015,482,0
INDIVISIBLE CHERRY HILL,Cherry Hill NJ,08003,39.8805,-74.9706,,39.8805,-74.9706,2867,0
INDIVISIBLE CHESCO 6TH,West Chester PA,19380,39.9845,-75.5962,,39.9845,-75.5962,1097,0
INDIVISIBLE CHESTER COUNTY,Downingtown PA,19335,40.0161,-75.7183,,40.0161,-75.7183,1097,0
INDIVISIBLE CHESTERFIELD,Chester VA,23831,37.3429,-77.4156,,37.3429,-77.4156,2058,0
INDIVISIBLE CHEWACK,Winthrop WA,98862,48.4756,-120.1805,,48.4756,-120.1805,866,0
INDIVISIBLE CHEYENNE,Cheyenne WY,82001,41.1437,-104.7962,,41.1437,-104.7962,3106,0
INDIVISIBLE CHICAGO,Chicago IL,60625,41.9703,-87.7042,,41.9703,-87.7042,2103,0
INDIVISIBLE CHICAGO NORTHWEST SIDE,Chicago IL,60641,41.9453,-87.7474,,41.9453,-87.7474,2103,0
INDIVISIBLE CHICAGO SOUTH SIDE,Chicago IL,60615,41.8022,-87.6006,,41.8022,-87.6006,2103,0
INDIVISIBLE CHIPPEWA VALLEY,Elk Mound WI,54739,44.867,-91.6752,,44.867,-91.6752,2545,0
INDIVISIBLE CINCY,Cincinnati OH,45212,39.1642,-84.4522,,39.1642,-84.4522,2463,0
INDIVISIBLE CITIZENS CD3NY,Port Washington NY,11050,40.835,-73.6964,,40.835,-73.6964,774,0
INDIVISIBLE CITIZENS OF CATAWBA VALLEY,Hickory NC,28601,35.7576,-81.3289,,35.7576,-81.3289,2747,0
INDIVISIBLE CITRUS COUNTY,Homosassa FL,34446,28.7508,-82.51390000000001,,28.7508,-82.51390000000001,1875,0
INDIVISIBLE CITRUS COUNTY FL,Homosassa FL,34448,28.788,-82.568,,28.788,-82.568,1875,0
INDIVISIBLE CITY OF ANGELS,Los Angeles CA,90016,34.0298,-118.3528,,34.0298,-118.3528,3006,0
INDIVISIBLE CITY PARK,Denver CO,80207,39.7584,-104.9177,,39.7584,-104.9177,2045,0
INDIVISIBLE CLACKAMAS,Oregon City OR,97045,45.3377,-122.57,,45.3377,-122.57,1831,0
INDIVISIBLE CLARK COUNTY,Spencer WI,54479,44.7391,-90.31140000000001,,44.7391,-90.31140000000001,395,0
INDIVISIBLE CLARK COUNTY (WA),Ridgefield WA,98642,45.7846,-122.6934,,45.7846,-122.6934,1195,0
INDIVISIBLE CLARK COUNTY WASHINGTON,Vancouver WA,98686,45.712,-122.6322,,45.712,-122.6322,1195,0
INDIVISIBLE CLARKE COUNTY VIRGINIA,berryville VA,22611,39.1532,-77.9688,,39.1532,-77.9688,1370,0
INDIVISIBLE CLARKSTON,Clarkston GA,30021,33.8101,-84.2388,,33.8101,-84.2388,832,0
INDIVISIBLE CLAY CO FL,Fleming Island FL,32003,30.0933,-81.71899999999999,,30.0933,-81.71899999999999,1904,0
INDIVISIBLE CLE,Cleveland OH,44111,41.4571,-81.78440000000001,,41.4571,-81.78440000000001,2404,0
INDIVISIBLE CLEAR LAKE,Clearlake CA,95422,38.9576,-122.636,,38.9576,-122.636,2901,0
INDIVISIBLE CLEMSON,Clemson SC,29631,34.6831,-82.825,,34.6831,-82.825,1288,0
INDIVISIBLE CLINTON COUNTY,Lock Haven PA,17745,41.1425,-77.4436,,41.1425,-77.4436,2518,0
INDIVISIBLE CO CD-6,Aurora CO,80012,39.6987,-104.8377,,39.6987,-104.8377,917,0
INDIVISIBLE CO-5,Manitou Springs CO,80829,38.855,-104.9058,,38.855,-104.9058,2076,0
INDIVISIBLE CO-OP CITY,Bronx NY,10475,40.8729,-73.8278,,40.8729,-73.8278,2480,0
INDIVISIBLE COACHELLA VALLEY,Palm Springs CA,92264,33.8018,-116.517,,33.8018,-116.517,2215,0
INDIVISIBLE COALFIELDS,Gate City VA,24251,36.646,-82.6112,,36.646,-82.6112,311,0
INDIVISIBLE COARSEGOLD AREA,Coarsegold CA,93614,37.2214,-119.7455,,37.2214,-119.7455,1638,0
INDIVISIBLE COASTSIDE SMCO,Half Moon Bay CA,94019,37.4791,-122.4459,,37.4791,-122.4459,2537,0
INDIVISIBLE COBB COUNTY GA,Acworth GA,30101,34.0756,-84.6477,,34.0756,-84.6477,2920,0
INDIVISIBLE COCHISE COUNTY,Sierra Vista AZ,85635,31.5365,-110.2666,,31.5365,-110.2666,1669,0
INDIVISIBLE COLLECTIVE OF LIMA,Lima OH,45806,40.6752,-84.12439999999999,,40.6752,-84.12439999999999,2521,0
INDIVISIBLE COLLIER,Naples FL,34120,26.3304,-81.58710000000001,,26.3304,-81.58710000000001,3008,0
INDIVISIBLE COLLIER OFA,Naples FL,34110,26.2823,-81.7573,,26.2823,-81.7573,3008,0
INDIVISIBLE COLORADO,Louisville CO,80027,39.9789,-105.1456,,39.9789,-105.1456,2049,0
INDIVISIBLE COLORADO CD-7,Denver CO,80215,39.7435,-105.1009,,39.7435,-105.1009,1409,0
INDIVISIBLE COLORADO DISTRICT 2,Evergreen CO,80439,39.6374,-105.3402,,39.6374,-105.3402,1409,0
INDIVISIBLE COLORADO SPRINGS,Colorado Springs CO,80920,38.9497,-104.767,,38.9497,-104.767,2076,0
INDIVISIBLE COLUMBIA GORGE,Hood River OR,97031,45.6711,-121.5391,,45.6711,-121.5391,2781,0
INDIVISIBLE COLUMBUS,Columbus OH,43204,39.9523,-83.078,,39.9523,-83.078,2442,0
"INDIVISIBLE COLUMBUS, GEORGIA",Columbus GA,31901,32.473,-84.9795,,32.473,-84.9795,2988,0
INDIVISIBLE COLUSA,Williams CA,95987,39.1337,-122.2162,,39.1337,-122.2162,831,0
INDIVISIBLE COMMON GROUND OFA - WNC,Sylva NC,28779,35.3481,-83.20310000000001,,35.3481,-83.20310000000001,2051,0
INDIVISIBLE CONCERTS,Sacramento CA,95816,38.5728,-121.4675,,38.5728,-121.4675,2009,0
INDIVISIBLE CONNECTICUT 4 (ICT4),Weston CT,06883,41.2195,-73.3715,,41.2195,-73.3715,2005,0
INDIVISIBLE CONSHY,Conshohocken PA,19428,40.0825,-75.3044,,40.0825,-75.3044,3054,0
INDIVISIBLE COOKEVILLE,Cookeville TN,38501,36.2178,-85.5423,,36.2178,-85.5423,2042,0
INDIVISIBLE COPPER CORRIDOR,Oracle AZ,85623,32.6005,-110.7961,,32.6005,-110.7961,1232,0
INDIVISIBLE CORBETT,Troutdale OR,97060,45.5254,-122.3739,,45.5254,-122.3739,2040,0
INDIVISIBLE CORTLAND COUNTY,Cortland NY,13045,42.5952,-76.1857,,42.5952,-76.1857,2695,0
INDIVISIBLE CORVALLISOR,Corvallis OR,97330,44.5904,-123.2722,,44.5904,-123.2722,1345,0
INDIVISIBLE COS,Colorado Springs CO,80917,38.886,-104.7399,,38.886,-104.7399,2076,0
INDIVISIBLE COVENTRY,Coventry RI,02816,41.6914,-71.57680000000001,,41.6914,-71.57680000000001,1438,0
INDIVISIBLE CRANBURY,Cranbury NJ,08512,40.3039,-74.5065,,40.3039,-74.5065,1762,0
INDIVISIBLE CRESTED BUTTE,Crested Butte CO,81224,38.8691,-106.9619,,38.8691,-106.9619,1641,0
INDIVISIBLE CRESTMOOR-LOWRY,Denver CO,80220,39.7312,-104.9129,,39.7312,-104.9129,2045,0
INDIVISIBLE CRESTON,Creston IA,50801,41.0499,-94.3471,,41.0499,-94.3471,217,0
INDIVISIBLE CT 3RD CONGRESSIONAL DISTRICT,Durham CT,06422,41.465,-72.6875,,41.465,-72.6875,1124,0
INDIVISIBLE CUMBERLAND AND SALEM COUNTIES,Vineland NJ,08360,39.4818,-75.0091,,39.4818,-75.0091,938,0
INDIVISIBLE CUYAHOGA FALLS,Cuyahoga Falls OH,44223,41.1464,-81.5107,,41.1464,-81.5107,368,0
INDIVISIBLE CYPRESS,Cypress TX,77433,29.8836,-95.7025,,29.8836,-95.7025,2430,0
"INDIVISIBLE D4: MAPLEWOOD, NORTH SAINT PAUL, OAKDALE",Saint Paul MN,55109,45.0132,-93.02970000000001,,45.0132,-93.02970000000001,1824,0
INDIVISIBLE DADE & BROWARD UNITED,Miami FL,33180,25.9597,-80.1403,,25.9597,-80.1403,2823,0
INDIVISIBLE DAHLONEGA,Dahlonega GA,30533,34.5299,-83.9798,,34.5299,-83.9798,2542,0
INDIVISIBLE DALLAS,Dallas TX,75230,32.8999,-96.7897,,32.8999,-96.7897,2220,0
INDIVISIBLE DALLAS @,Dallas TX,75246,32.7948,-96.7697,,32.7948,-96.7697,2220,0
INDIVISIBLE DANVILLE,Danville Kentucky,40422,37.6465,-84.7747,,37.6465,-84.7747,1479,0
INDIVISIBLE DAVIE,Fort Lauderdale FL,33328,26.0671,-80.2723,,26.0671,-80.2723,2950,0
INDIVISIBLE DAVIS,Davis CA,95616,38.5538,-121.7418,,38.5538,-121.7418,2832,0
INDIVISIBLE DECATUR,Decatur AL,35601,34.5896,-86.98869999999999,,34.5896,-86.98869999999999,467,0
INDIVISIBLE DEEP EAST TEXAS,Lufkin TX,75901,31.27,-94.6469,,31.27,-94.6469,2773,0
INDIVISIBLE DEER PARK,Deer Park WA,99006,47.9543,-117.4769,,47.9543,-117.4769,3080,0
INDIVISIBLE DEFOREST,De Forest WI,53532,43.2478,-89.3437,,43.2478,-89.3437,1884,0
INDIVISIBLE DEL MAR,Del Mar CA,92014,32.9665,-117.249,,32.9665,-117.249,2558,0
INDIVISIBLE DEL NORTE,Del Norte CO,81132,37.6447,-106.4073,,37.6447,-106.4073,359,0
INDIVISIBLE DEL NORTE - CALIFORNIA,Crescent City CA,95531,41.7817,-124.1332,,41.7817,-124.1332,929,0
INDIVISIBLE DELAND @,Deland FL,32723,29.0275,-81.3068,,29.0275,-81.3068,1967,0
INDIVISIBLE DELMONT,Delmont PA,15626,40.4139,-79.57640000000001,,40.4139,-79.57640000000001,3070,0
INDIVISIBLE DEMS OF NEVADA COUNTY,Grass Valley CA,95945,39.2081,-121.0069,,39.2081,-121.0069,510,0
INDIVISIBLE DENTON,Denton TX,76209,33.2346,-97.1131,,33.2346,-97.1131,3131,0
INDIVISIBLE DENVER,Denver CO,80203,39.7313,-104.9811,,39.7313,-104.9811,2045,0
INDIVISIBLE DENVER CD1,Denver CO,80205,39.759,-104.9661,,39.759,-104.9661,2045,0
INDIVISIBLE DERIDDER,Deridder LA,70634,30.8287,-93.2685,,30.8287,-93.2685,2764,0
INDIVISIBLE DESOTO,Hernando MS,38632,34.8096,-90.0095,,34.8096,-90.0095,1714,0
INDIVISIBLE DESTIN,Destin FL,32541,30.3949,-86.4692,,30.3949,-86.4692,53,0
INDIVISIBLE DETROIT,Detroit MI,48202,42.377,-83.0796,,42.377,-83.0796,1713,0
INDIVISIBLE DEXTER,Dexter MI,48130,42.3583,-83.90000000000001,,42.3583,-83.90000000000001,308,0
INDIVISIBLE DILLON MONTANA,Dillon MT,59725,45.2339,-112.6405,,45.2339,-112.6405,289,0
"INDIVISIBLE DIVERSITY, BELMAR, NJ",Belmar NJ,07719,40.1688,-74.072,,40.1688,-74.072,2335,0
INDIVISIBLE DON'T GO GENTLY.,Sacramento CA,95821,38.6239,-121.3837,,38.6239,-121.3837,2009,0
INDIVISIBLE DORCHESTER,Cambridge MD,21613,38.5643,-76.0874,,38.5643,-76.0874,1122,0
INDIVISIBLE DOUGLAS COUNTY CD4,Castle Rock CO,80108,39.4455,-104.853,,39.4455,-104.853,1836,0
INDIVISIBLE DOUGLAS/OZARK COUNTY,MO,65773,36.7573,-92.5093,,36.7573,-92.5093,2596,0
INDIVISIBLE DOVER,Dover Plains NY,12522,41.7351,-73.587,,41.7351,-73.587,2646,0
INDIVISIBLE DOWNRIVER,Southgate MI,48195,42.2044,-83.1999,,42.2044,-83.1999,1713,0
INDIVISIBLE DOWNTOWN SAINT PAUL,Saint Paul MN,55101,44.9512,-93.0902,,44.9512,-93.0902,1824,0
INDIVISIBLE DRIFTLESS,Waukon IA,52172,43.264,-91.48,,43.264,-91.48,3013,0
INDIVISIBLE DUBLIN,Dublin NH,03444,42.8972,-72.0505,,42.8972,-72.0505,2856,0
INDIVISIBLE DUBUQUE,Dubuque IA,52002,42.5122,-90.7384,,42.5122,-90.7384,1012,0
INDIVISIBLE DUKE CITY,Albuquerque NM,87123,35.0717,-106.509,,35.0717,-106.509,2290,0
INDIVISIBLE DULUTH/CONGRESSIONAL DISTRICT 08 MN,Duluth MN,55804,46.8551,-92.0074,,46.8551,-92.0074,582,0
INDIVISIBLE DUMONT,Dumont NJ,07628,40.9447,-73.99209999999999,,40.9447,-73.99209999999999,1739,0
INDIVISIBLE DUMP DESANTIS AGGRESSIVELY FL 6TH,Port Orange FL,32129,29.1372,-81.0241,,29.1372,-81.0241,1967,0
INDIVISIBLE DUPAGE 6,Wheaton IL,60187,41.8724,-88.1123,,41.8724,-88.1123,3224,0
"INDIVISIBLE DURANGO ""PROGRESSIVE WOMEN IN ACTION""",Durango CO,81301,37.2874,-107.8617,,37.2874,-107.8617,2302,0
INDIVISIBLE DUXBURY,Duxbury MA,02332,42.0399,-70.7163,,42.0399,-70.7163,852,0
INDIVISIBLE E ELPASO,El Paso TX,79936,31.7677,-106.3016,,31.7677,-106.3016,2584,0
INDIVISIBLE EAGLE ROCK,Los Angeles CA,90041,34.1339,-118.2082,,34.1339,-118.2082,3006,0
INDIVISIBLE EAST AND WEST NORRITON PA,Norristown PA,19403,40.1496,-75.3796,,40.1496,-75.3796,3054,0
INDIVISIBLE EAST BOULDER,Louisville CO,80027,39.9789,-105.1456,,39.9789,-105.1456,2049,0
INDIVISIBLE EAST BRUNSWICK,East Brunswick NJ,08816,40.4284,-74.4064,,40.4284,-74.4064,1762,0
"INDIVISIBLE EAST BRUNSWICK, NJ",East Brunswick NJ,08816,40.4284,-74.4064,,40.4284,-74.4064,1762,0
INDIVISIBLE EAST CENTRAL MINNESOTA,Stanchfield MN,55080,45.6675,-93.2433,,45.6675,-93.2433,118,0
INDIVISIBLE EAST COBB,Marietta GA,30062,34.0025,-84.4633,,34.0025,-84.4633,2920,0
INDIVISIBLE EAST CONTRA COSTA COUNTY,Brentwood CA,94513,37.9324,-121.6894,,37.9324,-121.6894,1703,0
INDIVISIBLE EAST FALLS,Philadelphia PA,19129,40.0118,-75.1861,,40.0118,-75.1861,2411,0
INDIVISIBLE EAST GREENWICH,East Greenwich RI,02818,41.6498,-71.474,,41.6498,-71.474,1438,0
INDIVISIBLE EAST HILLSBOROUGH,Valrico FL,33594,27.9408,-82.242,,27.9408,-82.242,3223,0
INDIVISIBLE EAST IDAHO,Idaho Falls ID,83401,43.5518,-111.8919,,43.5518,-111.8919,851,0
INDIVISIBLE EAST KENDALL,Miami FL,33156,25.6682,-80.29730000000001,,25.6682,-80.29730000000001,2823,0
INDIVISIBLE EAST KENTUCKY,Morehead KY,40313,38.1287,-83.4425,,38.1287,-83.4425,1854,0
"INDIVISIBLE EAST MANATEE, BRADENTON, FL",Bradenton FL,34202,27.4067,-82.39,,27.4067,-82.39,2472,0
INDIVISIBLE EAST MOUNTAINS,Cedar Crest NM,87008,35.1285,-106.3617,,35.1285,-106.3617,2290,0
INDIVISIBLE EAST SAN JOSE,San Jose CA,95127,37.3692,-121.8208,,37.3692,-121.8208,2408,0
INDIVISIBLE EAST TN ROANE COUNTY,Ten Mile TN,37880,35.6862,-84.65479999999999,,35.6862,-84.65479999999999,992,0
INDIVISIBLE EASTERN SIERRA,Lee Vining CA,93514,37.5014,-118.4048,,37.5014,-118.4048,2557,0
INDIVISIBLE EASTSHORE,Chilton WI,53014,44.0242,-88.1827,,44.0242,-88.1827,1582,0
INDIVISIBLE EASTSIDE, Issaquah WA,98008,47.6115,-122.1162,,47.6115,-122.1162,482,0
INDIVISIBLE EDGEMONT,Hartsdale NY,10530,41.0197,-73.8074,,41.0197,-73.8074,1740,0
INDIVISIBLE EDUCATORS,Boulder CO,80302,40.0172,-105.2851,,40.0172,-105.2851,2049,0
INDIVISIBLE EL DORADO,El Dorado KS,67042,37.8226,-96.85429999999999,,37.8226,-96.85429999999999,3128,0
INDIVISIBLE EL DORADO HILLS,El Dorado Hills CA,95762,38.685,-121.068,,38.685,-121.068,237,0
INDIVISIBLE EL PASO,El Paso TX,79925,31.7814,-106.3613,,31.7814,-106.3613,2584,0
INDIVISIBLE ELGIN ILLINOIS,Elgin IL,60124,42.0293,-88.3747,,42.0293,-88.3747,1023,0
INDIVISIBLE ELKINS,Elkins WV,26241,38.9253,-79.8471,,38.9253,-79.8471,789,0
INDIVISIBLE ELKINS PARK,Elkins Park PA,19027,40.075,-75.1315,,40.075,-75.1315,3054,0
INDIVISIBLE ELKTON,Drain OR,97435,43.6877,-123.2929,,43.6877,-123.2929,1817,0
INDIVISIBLE ELLIJAY,Ellijay GA,30540,34.6775,-84.4812,,34.6775,-84.4812,1447,0
INDIVISIBLE ELLSWORTH,Franklin ME,04634,44.6087,-68.24169999999999,,44.6087,-68.24169999999999,684,0
"INDIVISIBLE ENTERPRISE, OREGON",Enterprise OR,97828,45.437,-117.2888,,45.437,-117.2888,2240,0
INDIVISIBLE ER,Elk Rapids MI,49629,44.8955,-85.40819999999999,,44.8955,-85.40819999999999,519,0
INDIVISIBLE ESSEX,Dunnsville VA,22454,37.8527,-76.8475,,37.8527,-76.8475,3020,0
INDIVISIBLE ESSEX COUNTY NJ,East Orange NJ,07018,40.7558,-74.21980000000001,,40.7558,-74.21980000000001,2195,0
INDIVISIBLE EUCLID BERKELEY,Berkeley CA,94709,37.8784,-122.2655,,37.8784,-122.2655,2716,0
INDIVISIBLE EUFAULA,Eufalula OK,74432,35.2911,-95.6472,,35.2911,-95.6472,1526,0
INDIVISIBLE EUGENE,Eugene OR,97404,44.1005,-123.1334,,44.1005,-123.1334,1346,0
INDIVISIBLE EUREKA,Eureka CA,95502,40.7965,-124.1737,,40.7965,-124.1737,3099,0
INDIVISIBLE EUREKA SPRINGS,Eureka Springs AR,72632,36.4175,-93.7379,,36.4175,-93.7379,1687,0
INDIVISIBLE EUREKA SPRINGS AR,Eureka Springs AR,72632,36.4175,-93.7379,,36.4175,-93.7379,1687,0
INDIVISIBLE EVANSTON,Evanston IL,60202,42.0302,-87.6865,,42.0302,-87.6865,2103,0
INDIVISIBLE EVANSVILLE,Evansville Indiana,47712,37.929,-87.6604,,37.929,-87.6604,2116,0
INDIVISIBLE EVERETT,Everett WA,98204,47.9017,-122.2472,,47.9017,-122.2472,2461,0
INDIVISIBLE EVERGREEN,Evergreen CO,80439,39.6374,-105.3402,,39.6374,-105.3402,1409,0
INDIVISIBLE FACEBOOK FRIENDS,Riverhead NY,11901,40.9262,-72.652,,40.9262,-72.652,1413,0
INDIVISIBLE FAIRFIELD SC,Winnsboro SC,29180,34.381,-81.10899999999999,,34.381,-81.10899999999999,1671,0
INDIVISIBLE FALLBROOK,Fallbrook CA,92028,33.369,-117.229,,33.369,-117.229,2558,0
INDIVISIBLE FANNIN COUNTY,Bonham TX,75418,33.5806,-96.1836,,33.5806,-96.1836,2985,0
INDIVISIBLE FARMERS BRANCH,Farmers Branch TX,75234,32.9245,-96.8938,,32.9245,-96.8938,2220,0
INDIVISIBLE FARMINGTON VALLEY,Farmington CT,06032,41.7284,-72.8415,,41.7284,-72.8415,2720,0
"INDIVISIBLE FARMINGTON VALLEY, CT",Farmington CT,06032,41.7284,-72.8415,,41.7284,-72.8415,2720,0
INDIVISIBLE FAYETTE GA,Fayetteville GA,30214,33.4679,-84.4806,,33.4679,-84.4806,2500,0
INDIVISIBLE FELIDA,Vancouver WA,98685,45.7162,-122.6899,,45.7162,-122.6899,1195,0
INDIVISIBLE FERNDALE,Ferndale CA,95536,40.5259,-124.2514,,40.5259,-124.2514,3099,0
INDIVISIBLE FILM TV NYC,New York NY,10002,40.7152,-73.9877,,40.7152,-73.9877,940,0
INDIVISIBLE FL-13,Saint Petersburg FL,33701,27.7723,-82.6386,,27.7723,-82.6386,1896,0
INDIVISIBLE FLAGLER,Palm Coast FL,32137,29.5565,-81.21899999999999,,29.5565,-81.21899999999999,484,0
INDIVISIBLE FLATHEAD,Whitefish MT,59937,48.404,-114.3509,,48.404,-114.3509,445,0
INDIVISIBLE FLORENCE,Florence TX,76527,30.8076,-97.7812,,30.8076,-97.7812,912,0
INDIVISIBLE FLOWER MOUND,Flower Mound TX,75022,33.0268,-97.1193,,33.0268,-97.1193,3131,0
INDIVISIBLE FLOYD/PATRICK,Floyd VA,24091,36.8957,-80.3275,,36.8957,-80.3275,1771,0
INDIVISIBLE FM,Moorhead MN,56560,46.8677,-96.7572,,46.8677,-96.7572,3111,0
INDIVISIBLE FOLSOM,Folsom CA,95630,38.6709,-121.1529,,38.6709,-121.1529,2009,0
INDIVISIBLE FOND DU LAC,Fond Du Lac WI,54935,43.7742,-88.43519999999999,,43.7742,-88.43519999999999,2612,0
INDIVISIBLE FOOTHILLS CAROLINA,Tryon NC,28782,35.2157,-82.2394,,35.2157,-82.2394,983,0
INDIVISIBLE FOR ALL - SOUTH SNOHOMISH COUNTY,Mill Creek WA,98012,47.8401,-122.1972,,47.8401,-122.1972,2461,0
INDIVISIBLE FOR FLORIDA'S 23RD DISTRICT,Fort Lauderdale FL,33328,26.0671,-80.2723,,26.0671,-80.2723,2950,0
INDIVISIBLE FOREST HILLS,Pittsburgh PA,15221,40.4346,-79.8655,,40.4346,-79.8655,817,0
INDIVISIBLE FORNEY,Forney TX,75126,32.7491,-96.4598,,32.7491,-96.4598,1050,0
