CityTown,Location,StateTerritory,Country,Date,EstimateLow,EstimateHigh,Estimate,Actor,Source1,Source2,Source3,g_lat,g_lon,g_lat_jitter,g_lon_jitter,linkstatus
Tallahassee,Florida Capitol Building,FL,US,6/30/2018,465,465,465,Families Belong Together,https://act.moveon.org/event/families-belong-together/20189/signup/?source=&s=,https://www.facebook.com/events/187531841949085/,,30.3142188,-84.3542049,30.3125288,-84.3585119,Link
Tampa,Joe Chillura Courthouse Square,FL,US,6/30/2018,978,978,978,Families Belong Together,https://act.moveon.org/event/families-belong-together/20386/signup/?source=&s=,https://www.wfla.com/1275129219,https://www.facebook.com/events/206465340180113/,27.950575,-82.4571776,27.949014,-82.4584886,Link
Telluride,Wilkinson Public Library Terrace Patio,CO,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20613/signup/?source=&s=,https://www.facebook.com/ACTTelluride/,,37.9374939,-107.8122852,37.9393289,-107.8091272,Link
Temecula,Duck Pond,CA,US,6/30/2018,300,300,300,Families Belong Together,https://twitter.com/SDIndivisible/status/1013122035109670912,,,33.4936391,-117.1483648,33.4972861,-117.1496358,Link
Terre Haute,VIgo County Courthouse of the Prosecuting Attorney,IN,US,6/30/2018,150,150,150,Families Belong Together,https://act.moveon.org/event/families-belong-together/20179/signup/?source=&s=,http://www.tribstar.com/news/local_news/hundreds-gather-at-courthouse-to-protest-u-s-immigration-policies/article_83f92128-e9d0-5c18-90f1-dff253628bbb.html,,39.4667034,-87.4139092,39.4636874,-87.4093132,Link
The Dalles,Federal Post Office Sidewalk,OR,US,6/30/2018,240,240,240,Families Belong Together,https://act.moveon.org/event/families-belong-together/20357/signup/?source=&s=,http://www.thedalleschronicle.com/news/2018/jul/01/protest-rally-draws-240/,,45.5945645,-121.1786823,45.5895825,-121.1754383,Link
The Villages,Lake Sumter Landing Town Square,FL,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20680/signup/?source=&s=,,,28.927019,-82.0037608,28.923482,-82.0080248,Link
Tierra Amarilla,,NM,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,36.698669,-106.5518824,36.69406,-106.5483714,Link
Toledo,Love Wall,OH,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20401/signup/?source=&s=,http://www.toledoblade.com/local/2018/06/30/Families-Belong-Together-rally-draws-hundreds-to-Toledo-Love-Wall.html,,41.6528052,-83.5378674,41.6540592,-83.5424694,Link
Toms River,Ocean County Library,NJ,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19998/signup/?source=&s=,https://www.app.com/story/news/local/how-we-live/families-children/2018/06/30/thousands-attend-nj-rallies-protest-family-separation/738262002/,,39.9537358,-74.1979458,39.9583958,-74.1999198,Link
Topeka,State Capitol,KS,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20130/signup/?source=&s=,,,39.0473451,-95.6751576,39.0440331,-95.6798436,Link
Tracy,E Eaton Ave,CA,US,6/30/2018,41,41,41,Families Belong Together,https://www.facebook.com/events/1813274522045013/,,,37.7396513,-121.4252227,37.7407883,-121.4273107,Link
Traverse City,Traverse City Courthouse,MI,US,6/30/2018,340,360,340 to 360,Families Belong Together,https://act.moveon.org/event/families-belong-together/20045/signup/?source=&s=,https://www.youtube.com/watch?v=7D6gUmGnBnw,,44.7630567,-85.6206317,44.7676047,-85.6208247,Link
Tri-Cities,,WA,US,6/30/2018,,,Unknown,Families Belong Together,https://twitter.com/eigenseide/status/1013255425360195589,,,46.2349999,-119.2233014,46.2378389,-119.2240784,Link
Troy,Gateway Park,MI,US,6/30/2018,70,70,70,Families Belong Together,https://act.moveon.org/event/families-belong-together/20990/signup/?source=&s=,https://twitter.com/rcurtis/status/1013069695447158784,,42.6064095,-83.1497751,42.6076275,-83.1490721,Link
Troy,Lincoln County Sheriff's Department-ICE Detention Center,MO,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/19985/signup/?source=&s=,https://www.ksdk.com/article/news/local/protesters-partially-block-highway-61-in-troy-mo/63-569464481,https://twitter.com/charlesjaco1/status/1013088934845407235,38.9794922,-90.9806954,38.9834952,-90.9799514,Link
Truckee,Out front of Old Jail,CA,US,6/30/2018,300,300,300,Families Belong Together,https://act.moveon.org/event/families-belong-together/20392/signup/?source=&s=,https://twitter.com/pfluegers/status/1013247036571803648,,39.327962,-120.1832533,39.326692,-120.1822593,Link
Truth or Consequences,Ralph Edwards Park,NM,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20038/signup/?source=&s=,,,33.1284047,-107.2528069,33.1315477,-107.2497389,Link
Tulsa,David L Moss Detention Center,OK,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20422/signup/?&source=&s=,https://www.kjrh.com/news/local-news/protestors-flood-downtown-tulsa-for-families-belong-together-rally,,36.1539816,-95.992775,36.1549896,-95.993161,Link
Tupelo,Fairpark,MS,US,6/30/2018,24,24,24,Families Belong Together,https://act.moveon.org/event/families-belong-together/20842/signup/?source=&s=,http://www.djournal.com/news/local-rally-held-amid-national-protests-to-end-family-separation/article_36a1710c-3e3e-543a-aa84-7623523e8dc8.html,,34.2576066,-88.7033859,34.2563746,-88.7083139,Link
Tuscon,Armory Park,AZ,US,6/30/2018,600,1000,"600 to 1,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/20094/signup/?source=&s=,https://www.usatoday.com/story/news/politics/immigration/2018/06/30/family-separation-trump-immigration-protests-arizona/747184002/,http://www.kvoa.com/story/38549506/families-belong-together-rally-draws-more-than-1000-protesters-to-armory-park,32.2226066,-110.9747108,32.2231386,-110.9721048,Link
Twin Falls,Twin Falls Visitor Center,ID,US,6/30/2018,100,100,100,Families Belong Together,https://www.kpvi.com/news/political/families-belong-together--plus-gather-for-immigration-rally/article_7cc92f30-c479-5249-a89e-eabbe9ef9801.html,,,42.5558381,-114.4700518,42.5556521,-114.4721848,Link
Ukiah,"Meet at Pear Tree Shopping Center, Perkins west of Orchard",CA,US,6/30/2018,54,58,54 to 58,Families Belong Together,https://act.moveon.org/event/families-belong-together/20604/signup/?source=&s=,https://www.facebook.com/MendoVoice/videos/families-belong-together-ukiah-pt/2150891098518777/,,39.1501709,-123.2077831,39.1488989,-123.2055271,Link
Ullin,Tri-County Detention Center,IL,US,6/30/2018,27,27,27,Families Belong Together,https://thesouthern.com/nws-protest--jpg/image_55b5b229-6162-5172-b73e-9f6a16612a31.html,https://www.facebook.com/events/397453894100304/,,37.2769948,-89.1834113,37.2817788,-89.1796463,Link
University Park,University Park Town Field,MD,US,6/30/2018,52,52,52,Families Belong Together,https://act.moveon.org/event/families-belong-together/20912/signup/?source=&s=,https://twitter.com/KateLantry/status/1013056318784098304,,38.9703884,-76.941919,38.9743764,-76.942733,Link
Vacaville,Vacaville Town Square,CA,US,6/30/2018,285,,285 to 0,Families Belong Together,https://act.moveon.org/event/families-belong-together/20163/signup/?source=&s=,http://www.thereporter.com/general-news/20180630/families-belong-together-rally-held-in-downtown-vacaville-draws-hundreds,,38.3565773,-121.9877444,38.3571993,-121.9911524,Link
Valdez,Outside A Rogue’s Garden,AK,US,6/30/2018,7,7,7,Families Belong Together,https://act.moveon.org/event/families-belong-together/20588/signup/?source=&s=,https://www.facebook.com/events/263164284430580/,,61.1308333,-146.3483334,61.1336303,-146.3505084,Link
Valdosta,Lowndes County Courthouse,GA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20346/signup/?source=&s=,,,30.8327022,-83.2784851,30.8303922,-83.2740351,Link
Valencia,Corner of McBean Pkwy and Valencia Blvd,CA,US,6/30/2018,202,202,202,Families Belong Together,https://act.moveon.org/event/families-belong-together/20227/signup/?source=&s=,https://www.facebook.com/events/1991645497577103/,,34.456151,-118.5713823,34.452246,-118.5678143,Link
Vallejo,Unity Plaza,CA,US,6/30/2018,80,80,80,Families Belong Together,https://act.moveon.org/event/families-belong-together/20579/signup/?source=&s=,https://www.facebook.com/events/1238146099660595/,,38.1040864,-122.2566367,38.1043744,-122.2584017,Link
Vancouver,"March from 750 Anderson to Esther Short Park , Bell Tower community Square, West Sixth St and Columbia",WA,US,6/30/2018,500,500,500,Families Belong Together,https://act.moveon.org/event/families-belong-together/20410/signup/?source=&s=,https://www.columbian.com/news/2018/jun/30/vancouver-rally-draws-hundreds-in-support-of-immigrants/,,45.6272259,-122.6727305,45.6286159,-122.6756695,Link
Ventura,Ventura County Government Center,CA,US,6/30/2018,750,750,750,Families Belong Together,https://act.moveon.org/event/families-belong-together/19953/signup/?source=&s=,https://www.vcstar.com/story/news/2018/06/30/across-ventura-county-ralliers-protest-immigration-policies/748574002/,,34.2804923,-119.2945199,34.2846253,-119.2953969,Link
Vermillion,,SD,US,6/30/2018,,,Unknown,Families Belong Together,https://www.argusleader.com/story/news/2018/06/30/families-belong-together-protesters-rally-sioux-falls/743768002/,,,42.7794417,-96.9292104,42.7749677,-96.9262494,Link
Victorville,outside Federal Prison,CA,US,6/30/2018,183,183,183,Families Belong Together,https://twitter.com/MarchAndRallyLA/status/1013128488314757120,https://www.facebook.com/events/340799916451055/,,34.5362184,-117.2927641,34.5314504,-117.2958581,Link
Vinalhaven,Vinalhaven Flea Market Field,ME,US,6/30/2018,45,70,45 to 70,Families Belong Together,https://act.moveon.org/event/families-belong-together/20791/signup/?source=&s=,https://www.facebook.com/halcyon.averill/posts/10157716215874012,,44.0487345,-68.836749,44.0467875,-68.837779,Link
Vineyard Haven,"Five Corners, Vineyard Haven",MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20715/signup/?source=&s=,,,41.4542786,-70.6036395,41.4550266,-70.6013735,Link
Virginia,Corner of Highway 53 and 12th Ave,MN,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20955/signup/?source=&s=,,,47.5232596,-92.5365713,47.5250366,-92.5399923,Link
Virginia Beach,Mount Trashmore Park,VA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19954/signup/?source=&s=,https://twitter.com/kurtoonist/status/1013215249741303808,,36.8529263,-75.977985,36.8542893,-75.976617,Link
Visalia,St. Paul's Episcopal Church,CA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20417/signup/?source=&s=,https://www.visaliatimesdelta.com/story/news/2018/06/30/tulare-county-activists-demand-compassion-families-belong-together-rally/748282002/,,36.3302284,-119.2920585,36.3316724,-119.2886325,Link
Waimea,,HI,US,6/30/2018,30,30,30,North Hawaii Action Network,https://www.facebook.com/northhawaiiaction/,,,20.0230556,-155.6716667,20.0279056,-155.6740297,Link
Walla Walla,First Congregational Church,WA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20192/signup/?source=&s=,,,46.0645809,-118.3430208,46.0609319,-118.3456098,Link
Waltham,,MA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/19932/signup/?source=&s=,,,42.3764852,-71.2356113,42.3748232,-71.2348743,Link
Warwick,Lineup on sidewalk on Church St. near Old Baptist Meeting House,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20550/signup/?source=&s=,,,41.256483,-74.3598755,41.258847,-74.3549865,Link
Washington,Lafayette Square; White House,DC,US,6/30/2018,30000,35000,"30,000 to 35,000",Families Belong Together,https://act.moveon.org/event/families-belong-together/19828/signup/?source=&s=,https://twitter.com/benwikler/status/1013100616971939840,https://www.aljazeera.com/news/2018/06/families-belong-thousands-protest-trump-policies-180630063514465.html,38.9071923,-77.0368707,38.9084853,-77.0352007,Link
Watertown,,NY,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,43.9747838,-75.9107565,43.9774508,-75.9103425,Link
Watsonville,Watsonville City Plaza,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20671/signup/?source=&s=,,,36.910231,-121.7568946,36.909616,-121.7614696,Link
Wausau,400 Block,WI,US,6/30/2018,100,100,100,Families Belong Together,https://act.moveon.org/event/families-belong-together/20478/signup/?source=&s=,https://www.stevenspointjournal.com/story/news/2018/06/30/wisconsin-protesters-denounce-separation-immigrant-families/734264002/,,44.9591352,-89.6301221,44.9634792,-89.6317901,Link
Wellfleet,Rt 6,MA,US,6/30/2018,250,275,250 to 275,Families Belong Together,https://act.moveon.org/event/families-belong-together/19870/signup/?source=&s=,https://twitter.com/SarahDamaske/status/1013168879617609728,http://wellfleet.wickedlocal.com/news/20180705/hundreds-decry-family-separation-in-outer-cape-protests,41.9305468,-70.0309753,41.9303478,-70.0348153,Link
Wellfleet,Wellfleet Town Hall Lawn,MA,US,6/30/2018,175,175,175,Families Belong Together,https://act.moveon.org/event/families-belong-together/20584/signup/?akid=undefined&zip=&source=,http://wellfleet.wickedlocal.com/news/20180705/hundreds-decry-family-separation-in-outer-cape-protests,,41.9305468,-70.0309753,41.9322778,-70.0295863,Link
Wenatchee,Memorial Park,WA,US,6/30/2018,300,300,300,Families Belong Together,http://www.kpq.com/family-separation-protest-in-wenatchee/,,,47.4234599,-120.3103494,47.4236529,-120.3058004,Link
West Chester,Historic West Chester Courthouse Steps,PA,US,6/30/2018,600,600,600,Families Belong Together,https://act.moveon.org/event/families-belong-together/20066/signup/?source=&s=,http://www.dailylocal.com/general-news/20180630/hundreds-gather-at-chesco-courthouse-to-keep-families-together-in-wake-of-immigration-crackdown,,39.9606643,-75.6054882,39.9655373,-75.6041082,Link
West Hartford,Farmington and Main,CT,US,6/30/2018,170,200,170 to 200,Families Belong Together,moveon.org,Facebook,http://www.latimes.com/local/lanow/la-me-rally-family-separation-20180629-story.html,41.7620842,-72.7420151,41.7574832,-72.7392811,Link
West Hollywood,WeHo - corner of San Vicente and Santa Monica Boulevard,CA,US,6/30/2018,200,200,200,Families Belong Together,https://act.moveon.org/event/families-belong-together/20685/signup/?source=&s=,http://www.wehotimes.com/hundreds-gather-in-west-hollywood-for-lauren-meisters-families-belong-together-rally/,,34.0900091,-118.3617443,34.0865821,-118.3615343,Link
West Leyden,,NY,US,6/30/2018,9,9,9,Families Belong Together,https://twitter.com/JessLivMo/status/1013123823313588224,,,43.4594233,-75.4637554,43.4577603,-75.4615304,Link
West Palm Beach,Mar a Lago,FL,US,6/30/2018,400,550,400 to 550,Families Belong Together,https://www.palmbeachpost.com/news/local/hundreds-march-mar-lago-denounce-trump-immigration-stance/C1X2EBHQpL9oVQtO0FzCWN/,http://www.sun-sentinel.com/local/broward/fl-sb-hollywood-diplomat-protest-20180630-story.html,,26.7153424,-80.0533746,26.7118254,-80.0565826,Link
West Plains,People's Park - Broadway and Porter Waggoner,MO,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together/20461/signup/?source=&s=,,,36.7281154,-91.8523711,36.7247204,-91.8519291,Link
West Point,,CA,US,6/30/2018,,,Unknown,Families Belong Together,https://act.moveon.org/event/families-belong-together_attend1/search/#event-map,,,38.3990786,-120.527426,38.3987916,-120.531351,Link
